Bank description; Nợ ; Có ; Nature 
Cong ty CIMIYA tt chi phi su dung nuoc theo HD so 188;4.360.100,00; -   ;Receipt from tenants
CT DEN:081808422154 SJ THERMAL VINA TT HD 184;917.154,00; -   ;Receipt from tenants
CT DEN:285T25C0DB0R6S34 CONG TY TNHH EULER TECHNOLOGY VIET NAM chuyen tien tien nuoc+phi quan ly xu ly nuoc thai thang 11.2025 NX A3;2.277.298,00; -   ;Receipt from tenants
So GD goc: 10000210 Payment for water during 20/10/2025 TO 20/11/2025 ChargeDetails OUR;3.012.327,00; -   ;Receipt from tenants
So GD goc: 10000604 VAT.185 BWID Water fee Nov 25;5.154.676,00; -   ;Receipt from tenants
CT DEN:285T25C0EVJNQHNG Sinno TT tien cho QUAN LY CONG NGHIEP HA NOI HD 187;9.641.667,00; -   ;Receipt from tenants
CONG TY TNHH TH GLOBAL ENTERPRISE TT TIEN THUE NHA XUONG QUY 04/2025  THEO HOA DON SO 00000017;584.046.609,00; -   ;Receipt from tenants
So GD goc: 10003641 IBBIZ6049670262.IBPS.CONG TY TNHH CONG CU PHAN CUNG LIXI TT HD : 62(09.10.2025) BW - 01;207.518.894,00; -   ;Receipt from tenants
TTHD Tien dien Ma KH-PB04090034081 Ma HD-Ky 251220TD-T11.2025/0; -   ;208.775,00;Operating expense
So GD: 640A25C03FSV4417 BB1_HOMO_Translation fee_Inv no.155; -   ;1.922.400,00;Operating expense
CONG TY AERO TECH THANH TOAN TIEN THUE THANG 12;20.308.818,00; -   ;Receipt from tenants
CONG TY AERO TECH THANH TOAN TIEN THUE THANG 11;11.508.330,00; -   ;Receipt from tenants
So GD goc: 10000557 DRINDA/BW DECEMBER SERVICE FEE;68.383.893,00; -   ;Receipt from tenants
TTHD Tien dien Ma KH-PB04090028957 Ma HD-Ky 251210TD-T11.2025/0; -   ;59.138.528,00;Operating expense
TTHD Tien dien Ma KH-PB04090039544 Ma HD-Ky 251210TD-T11.2025/0; -   ;6.342.959,00;Operating expense
TTHD Tien dien Ma KH-PB04090030065 Ma HD-Ky 251210TD-T11.2025/0; -   ;67.850,00;Operating expense
TTHD Tien dien Ma KH-PB04090028600 Ma HD-Ky 251210TD-T11.2025/0; -   ;1.426.706,00;Operating expense
TTHD Tien dien Ma KH-PB04090028958 Ma HD-Ky 251210TD-T11.2025/0; -   ;9.128.190,00;Operating expense
TTHD Tien dien Ma KH-PB04090019926 Ma HD-Ky 251210TD-T11.2025/0; -   ;17.036.130,00;Operating expense
TTHD Tien dien Ma KH-PB04090030004 Ma HD-Ky 251210TD-T11.2025/0; -   ;4.072.846,00;Operating expense
TTHD Tien dien Ma KH-PB04090030985 Ma HD-Ky 251210TD-T11.2025/0; -   ;6.944.050,00;Operating expense
TTHD Tien dien Ma KH-PB04090030927 Ma HD-Ky 251210TD-T11.2025/0; -   ;3.785.588,00;Operating expense
TTHD Tien dien Ma KH-PB04090039504 Ma HD-Ky 251210TD-T11.2025/0; -   ;886.270,00;Operating expense
C00000774 CTY TNHH DUNG CU THE THAO SKYMAX THANH TOAN THEO HAO DON SO 107 NGAY 03122025;361.163.880,00; -   ;Receipt from tenants
C00000774 CTY TNHH DUNG CU THE THAO SKYMAX THANH TOAN LAI KHOAN TIEN KY TRUOC THEO HOA DON SO 53 NGAY 06102025;343.965.600,00; -   ;Receipt from tenants
Tra lai TK tien gui 211000490001;58.561.644,00; -   ;Other receipts
"INV/BBA/000180; Factory rent for Dec. 2025";282.543.360,00; -   ;Receipt from tenants
CT DEN:534206212375 CTY TNHH PTCN MAXEDGE tt phi thue nha xuong t12 theo hd 97 cho CT TNHH PHAT TRIEN CN BW BAU BANG BB01;275.547.360,00; -   ;Receipt from tenants
CT DEN:640T25C0BSA3M6VQ CONG TY TNHH XINRONGHUI VIET NAM TT CP thue nha xuong T12.2025(inv:1C25TBA-105) (01/12/2025-21/12/2025);193.261.370,00; -   ;Receipt from tenants
So GD goc: 10000757 IBBIZ6050126756.IBPS.CONG TY TNHH NAM ANH MFG chuyen tien Thanh toan phi thue xuong A-17B-2-CN-E tu ngay 1/12/2025 den 31/12/2025(DT=2,034m2 don gia 101,232d/m2/thang) HD: 96(03/12);237.822.196,00; -   ;Receipt from tenants
So GD goc: 10010022 IBBIZ6049923743.IBPS.CT TNHH OLYMPIA LIGHTING VIET NAM chuyen tien  thue xuong T12/2025 BW;207.535.235,00; -   ;Receipt from tenants
So GD goc: 10004153 SYNTHITE THANH TOAN CHO BW BAU BANG BB01 - HD 00000095;190.545.696,00; -   ;Receipt from tenants
So GD goc: 147A25C0DREWFULT Cong ty TNHH QUNYAO GLASS GROUP, MST 3703328921, thanh toan theo hoa don 000000102;374.037.048,00; -   ;Receipt from tenants
UPP251209DBMX677 ARTICLE GOLDEN SOURCE ENTERPRISE CO.  LTD.;309.058.200,00; -   ;Receipt from tenants
So GD: 640A25C0EZRK88UJ BBA_EVN_Paid on behalf for tenant Aero Tech electricity fee in 11.2025_PB04090036700; -   ;1.006.098,00;Operating expense
So GD goc: 10007208 IBBIZ6050391092.IBPS.CTY TNHH SAN PHAM NHUA DINH HONG HAM THUY chuyen tien TT Cho thue nha may 10.2025-12.2025;1.152.431.280,00; -   ;Receipt from tenants
So GD: 640A25C0GM1FU7YG BB01-HHP- Defect rectification_Inv no.44; -   ;51.991.200,00;Operating expense
So GD: 640A25C0GM1FUMZ3 BB01-HHP-Anti-leaking defect rectification_Inv no.42; -   ;44.550.000,00;Operating expense
So GD: 640A25C0GM1FUZKC BB1_JLL_1st payment_Valuation for Year-end 2025_Inv no.000003601; -   ;28.600.000,00;Operating expense
So GD: 640A25C0GM1FVD4Z BB1_PHUC HUNG KIM_Fees for IRC licenses for LIANGMU_Inv no.146; -   ;27.000.000,00;Operating expense
So GD: 640A25C0GM1FYYEJ BBA_Vo Thi Thu Thao_Claim for notarization fee; -   ;6.000.000,00;Operating expense
So GD: 640A25C0GM2D4FF7 BB01_BECAMEX_EMF in 12.25_Inv no.14971; -   ;507.714.401,00;Operating expense
So GD: 640A25C0GM2D7NT1 BB01_IMPC_FM service fee in Nov 25_Inv no.00000605; -   ;282.236.459,00;Operating expense
So GD: 640A25C0GM2DANSC BB1-IMPC- Minor repairing works_Inv no.620; -   ;42.243.120,00;Operating expense
So GD: 640A25C0GM2DB2FY BB1_IMPC_Defects in 08.25_Inv no.549; -   ;30.670.196,00;Operating expense
So GD: 640A25C0GM2DCH9S BB_BADUONG_FF maintenance in 2025-3RD PAYMENT OF BWBB2.VD.24013_Inv no.267; -   ;14.007.600,00;Operating expense
Electricity bill for November 2025;1.006.098,00; -   ;Receipt from tenants
So GD goc: FT25346707326709 TALENTO HOUSE PAYMENT FOR FACTORY RENTAL IN DEC 2025 ABCD/202512120686562233 IPBS 00;631.471.098,00; -   ;Receipt from tenants
TTHD Tien nuoc Ma KH-8801010085 Ma HD-Ky 12/2025$88; -   ;28.980,00;Operating expense
TTHD Tien nuoc Ma KH-8801010099 Ma HD-Ky 12/2025$88; -   ;28.980,00;Operating expense
TTHD Tien nuoc Ma KH-8801010104 Ma HD-Ky 12/2025$88; -   ;28.980,00;Operating expense
TTHD Tien nuoc Ma KH-8801010078 Ma HD-Ky 12/2025$88; -   ;28.980,00;Operating expense
TTHD Tien nuoc Ma KH-8801010101 Ma HD-Ky 12/2025$88; -   ;507.150,00;Operating expense
TTHD Tien nuoc Ma KH-8801010125 Ma HD-Ky 12/2025$88; -   ;188.370,00;Operating expense
TTHD Tien nuoc Ma KH-8801010024 Ma HD-Ky 12/2025$88; -   ;28.980,00;Operating expense
TTHD Tien nuoc Ma KH-8801010030 Ma HD-Ky 12/2025$88; -   ;57.960,00;Operating expense
So GD goc: 10004558 TT phi thue xuong T12.2025 hoa don so 106;685.417.824,00; -   ;Receipt from tenants
So GD goc: 10003812 TT PHI THUE KHO NGOAI T11 HD 80;436.583.162,00; -   ;Receipt from tenants
So GD goc: 10007630 IBBIZ6050659593.IBPS.JY THANH TOAN PHI THUE NHA XUONG A-18A20-CN-A HD 60(09/10/2025) CHO CONG TY BW;860.302.080,00; -   ;Receipt from tenants
So GD goc: 10007649 IBBIZ6050659771.IBPS.JY THANH TOAN PHI THUE NHA XUONG A-18-6-CN-A HD SO 61(09/10/2025) CHO CONG TY BW;746.035.947,00; -   ;Receipt from tenants
So GD goc: 10007665 IBBIZ6050660050.IBPS.JY THANH TOAN PHI THUE NHA XUONG  A-18A20-CN-B HD SO 58(09/10/2025) CHO CONG TY BW;822.584.911,00; -   ;Receipt from tenants
So GD goc: 10007659 IBBIZ6050659910.IBPS.JY THANH TOAN PHI THUE NHA XUONG A-18-6-CN-D HD SO 59(09/10/2025) CHO CONG TY BW;649.201.374,00; -   ;Receipt from tenants
So GD: 264A25C01VTSMAK1 THA_ESIGN_Payment for E-token Inv 1314; -   ;2.694.600,00;Operating expense
TTHD Tien dien Ma KH-PB04020117847 Ma HD-Ky 251210TD-T11.2025/0; -   ;1.054.922,00;Operating expense
TTHD Tien dien Ma KH-PB04020117837 Ma HD-Ky 251210TD-T11.2025/0; -   ;72.444.028,00;Operating expense
TTHD Tien dien Ma KH-PB04020117844 Ma HD-Ky 251210TD-T11.2025/0; -   ;715.476,00;Operating expense
TTHD Tien dien Ma KH-PB04020117803 Ma HD-Ky 251210TD-T11.2025/0; -   ;27.603.441,00;Operating expense
TTHD Tien dien Ma KH-PB04020117801 Ma HD-Ky 251210TD-T11.2025/0; -   ;19.232.679,00;Operating expense
So GD goc: 10001198 DGW TT HD 90 CP THUE KHO BD T122025;1.180.343.379,00; -   ;Receipt from tenants
So GD goc: 10002107 TT VNMN2VTDI N TT HD DIEN 00000085;27.582.332,00; -   ;Receipt from tenants
So GD goc: 10001473 CT THUAN PHONG TT CP DIEN NUOC 202511 INV 86 CT tu 0531002562100 CTTNHH MTV CHUYEN PHAT NHANH THUAN PHONG  toi 110002974996 CTCP DT VA PT CN TAN DONG HIEP B BINH DUONG NH Cong thuong VN;121.570.384,00; -   ;Receipt from tenants
So GD goc: 10001092 TT VNMN2W9PY N C.L TT EMERGENT HD 89 CP THUE KHO;339.960.651,00; -   ;Receipt from tenants
So GD goc: 10004562 TT VNM508TPU N 00000087/00000088;56.639.251,00; -   ;Receipt from tenants
1C25TBA  00000338;336.452,00; -   ;Other receipts
CTY HUA XING TT HD SO 00000218;2.086.483.707,00; -   ;Receipt from tenants
So GD: 902A25C03FSLWL84 NT2_LBM_Photocopy machine rental and printing service fee of NT2 Office in 11.2025_Inv no.24428; -   ;2.268.000,00;Operating expense
So GD: 902A25C03FSNEBJD NT2_QPCONS_4th Payment for contract BWNT2.XD.23006_Inv no.6; -   ;313.528.320,00;Operating expense
So GD: 902A25C03FSTQRDF NT2_KCN.LK_ Water+ Wastewater fee in 11/2025_Inv no.00000126, 00000116; -   ;266.834.775,00;Operating expense
CT DEN:533720585015 WASTEWATER TREATMENT COST AND FEE FOR USING CLEANING WATER IN NOV. INVOICE NO 00000225;1.054.215,00; -   ;Receipt from tenants
CT DEN:902T25C05TSZDGZU CTY NHV TT HD 219 CHO CTY TNHH PHAT TRIEN CONG NGHIEP BW NHON TRACH- DU AN 2;1.076.645,00; -   ;Receipt from tenants
So GD: 902A25C07BHF0H2L NT2_IDICO_Electricity fee in 11/2025_Term 3_Inv no.00010650, 00010651; -   ;44.120.301,00;Operating expense
CT DEN:533907795476 MISAN TT TIEN PHI QUAN LY THANG 11;1.009.355,00; -   ;Receipt from tenants
CT DEN:902T25C0794U60AG Factory rent from October to December 2025;300.000.000,00; -   ;Receipt from tenants
CT DEN:902T25C0795S6KCF Factory rent from October to December 2025;143.407.926,00; -   ;Receipt from tenants
TT HD 00000212 00000224 00000182;84.247.456,00; -   ;Receipt from tenants
CTY JU YUAN TT HOA DON 231;24.987.132,00; -   ;Receipt from tenants
So GD goc: 10003177 TT VNMN2VX60 N WATER EXPENSES OF THE FACTORY;72.283.065,00; -   ;Receipt from tenants
So GD: 902A25C0GM1FX1G7 NT2_ADP_Defect rectification A1-5 F2_Inv no.65; -   ;16.200.000,00;Operating expense
So GD: 902A25C0GM1FXY9N NT2_ADP_1st Payment for environment report in 2025_Inv no.61; -   ;11.448.000,00;Operating expense
So GD: 902A25C0GM1FYMSL NT2_AT_ Repair the elevator at RBF A1-5-F2 Skyworth_Inv no.00000096; -   ;9.612.000,00;Operating expense
So GD: 902A25C0GM2D8MW7 NT2_IMPC_FM service fee in 11/2025_Inv no.00000599; -   ;162.183.555,00;Operating expense
So GD: 902A25C0GM2D901X NT2_ADP_100% Payment_Repair of damaged road tenant Ponhan_Inv no.67; -   ;101.898.000,00;Operating expense
So GD: 902A25C0GM2D9Q6Q NT2_ADP_Cleaning and dredging of drainage and wastewater pipes_Inv no.68; -   ;80.395.200,00;Operating expense
So GD: 902A25C0GM2DA0YV NT2_AN TIN_Elevator maintenance in 09 10/2025_Inv no.00000095; -   ;52.488.000,00;Operating expense
So GD: 902A25C0GM2DABT7 NT2_DP_Cable trench renovation for RBF A1.5.F2 HKC_Inv no.0000016; -   ;52.004.106,00;Operating expense
So GD: 902A25C0GM2DC5FP NT2_IDICO_Install galvanometer for Reak_Inv no.00023003; -   ;16.683.840,00;Operating expense
So GD: 902A25C0GM2DCVMU NT2_DA_Fire extinguisher maintenance_Inv no.237; -   ;1.134.000,00;Operating expense
So GD: 902A25C0GM2DDDSK NT2_IMPC_Repalce the battery_Inv no.00000600; -   ;594.000,00;Operating expense
So GD goc: 10001463 THANH TOAN TIEN DAT COC GIA HAN THUE NHA XUONG ,THEO HD SO : BWNT2/PLC/23001 CHO CONG TY TNHH PHAT TRIEN CONG NGHIEP BW NHON TRACH - DU AN 2.;407.554.896,00; -   ;Receipt from tenants
TTHD Tien dien Ma KH-PE09000203451 Ma HD-Ky 251230TD-T11.2025/0; -   ;376.462.410,00;Operating expense
So GD: 285A25C0GWZGJDYF TPT_Payment for Shopee and GHTK Pink book service contract; -   ;2.000.000.000,00;Operating expense
So GD goc: 10002663 CT THUAN PHONG TT CP THUE KHO 202512 INV 153 CT tu 0531002562100 CTTNHH MTV CHUYEN PHAT NHANH THUAN PHONG  toi 110610727979 CT TNHH PT CONG NGHIEP BW TAN PHU TRUNG NH Cong thuong VN (Vi;4.848.155.510,00; -   ;Receipt from tenants
TTHD Tien dien Ma KH-PE09000203451 Ma HD-Ky 260110TD-T12.2025/0; -   ;358.224.146,00;Operating expense
So GD goc: 10005845 SPX WH_Utilities 50SOCMC 21/10-20/11/2025 1C25TBA-149;1.103.356.924,00; -   ;Receipt from tenants
So GD: 285A25C0PQFZQ0EJ TPT IMPC- FM service fee in Nov 25 JnT and Shopee Phi quan ly CSHT; -   ;17.665.449,00;Operating expense
So GD: 285A25C0PQG2S0L8 TPT BADUONG FF maintenance in 2025 JnT and SPX 3rd payment Phi bao tri PCCC; -   ;74.664.180,00;Operating expense
So GD: 285A25C0PQG4DWMH SCD Revised Water and Sewage Fee Paid on Behalf of SPX in October 2025 TPT4 Tien nuoc va  nuoc thai; -   ;8.460.240,00;Operating expense
So GD: 640A25C053AZRRS6 H4X_ INTERNAL TRANSFER FROM VTB TO UOB; -   ;5.000.000,00;Internal transfer out
So GD: 285A25C0GM2DBE9H NASTEC_CW_1st payment for Year-end valuation fee 2025_INVOICE 533; -   ;29.150.000,00;Operating expense
Thu phi duy tri dich vu IB 12/2025; -   ;50.000,00;Operating expense
VAT; -   ;5.000,00;Operating expense
Thu phi BDSD 12/2025, So TK: 111002902469, SDT: 0983085310; -   ;50.000,00;Operating expense
VAT; -   ;5.000,00;Operating expense
Cty Tongshun thanh toan nuoc thai, sinh hoat C7,C8;269.787,00; -   ;Receipt from tenants
TTHD Tien dien Ma KH-PK02000210165 Ma HD-Ky 301589473783TD-T11.2025/0; -   ;4.293.985,00;Operating expense
TTHD Tien dien Ma KH-PK02000210165 Ma HD-Ky 301589473784VC-T11.2025/1; -   ;536.748,00;Operating expense
TTHD Tien dien Ma KH-PK02000210166 Ma HD-Ky 301589473797TD-T11.2025/0; -   ;2.739.619,00;Operating expense
CTY DEYISHI THANH TOAN BW HD:119 27/11/2025;4.275.082,00; -   ;Receipt from tenants
So GD: 902A25C03FSWPHHM BDG_BKAV_Payment for HSM Digital signature service_Bkav CA 3603780098; -   ;1.473.120,00;Operating expense
BDG_VC3 CHUYEN TIEN HOP TAC KINH DOANH (BCC TRANSFER);138.729.284.385,00; -   ;Internal transfer in
So GD: 902A25C06W2WVDUU BDG PLC REPAYMENT SHL INTEREST TO PHUOC LOI / THANH TOAN LAI VAY; -   ;22.679.284.385,00;Internal transfer out
So GD: 902A25C06W5EKQ79 BDG PLC REPAYMENT SHL PRINCIPAL TO PHUOC LOI / THANH TOAN GOC VAY; -   ;116.050.000.000,00;Internal transfer out
So GD goc: 10001244 YOURCHANG TT PHI QUAN LY T20.10-11HD 117 SHUI FEI SHUI CHULI;16.415.482,00; -   ;Receipt from tenants
So GD: 902A25C0DRJYHJST BDG_YG_100% Payment for contract VPI.VD.25015_LV system installation for C4 - tenant Mika_Inv no.743; -   ;1.952.749.288,00;Operating expense
So GD goc: 10000283 A5,A6 factory domestic water, wastewater treatment fees from Oct 20 to Nov 20;415.056,00; -   ;Receipt from tenants
So GD: 902A25C0GM1FSF0E BDG_KCN.DG_Land Lease fee in 2025_additional; -   ;127.781.516,00;Land acquisition
So GD: 902A25C0GM1FTBFQ BDG_KCN.DG_Water+ Wastewater fee in 11/2025_00000721  00000722; -   ;60.475.283,00;Operating expense
So GD: 902A25C0GM1FVS5L BDG_JLL_1st payment_Valuation for Year-end 2025_Inv no.000003608; -   ;23.595.000,00;Operating expense
So GD: 902A25C0GM1FXM1E BDG_ADP_1st Payment for environment report in 2025_Inv no.59; -   ;13.392.000,00;Operating expense
So GD: 902A25C0GM1FY9G5 BDG_MINH_Meeting expense; -   ;10.000.000,00;Operating expense
TTHD Tien dien Ma KH-PK02000210165 Ma HD-Ky 101594758815TD-T12.2025/0; -   ;4.905.532,00;Operating expense
TTHD Tien dien Ma KH-PK02000210166 Ma HD-Ky 101594758829TD-T12.2025/0; -   ;2.177.440,00;Operating expense
CT DEN:534907000371 PHI THUE XUONG;151.935.693,00; -   ;Receipt from tenants
CT DEN:534907000374 PHI THUE XUONG;400.000.000,00; -   ;Receipt from tenants
So GD goc: 3585296632Y25 NHCT CN 1TPHCMHCM PAYMENT TO VENDOR;1.119.041.946,00; -   ;Receipt from tenants
So GD goc: 3585303960Y25 NHCT CN 1TPHCMHCM PAYMENT TO VENDOR;8.518.400,00; -   ;Receipt from tenants
TTHD Tien dien Ma KH-PB04040080465 Ma HD-Ky 251210TD-T11.2025/0; -   ;11.957.998,00;Operating expense
TTHD Tien dien Ma KH-PB04040083636 Ma HD-Ky 251210TD-T11.2025/0; -   ;34.257.967,00;Operating expense
TTHD Tien dien Ma KH-PB04040084886 Ma HD-Ky 251210TD-T11.2025/0; -   ;13.157.046,00;Operating expense
TTHD Tien dien Ma KH-PB04040084885 Ma HD-Ky 251210TD-T11.2025/0; -   ;29.361.662,00;Operating expense
TTHD Tien dien Ma KH-PB04040084931 Ma HD-Ky 251210TD-T11.2025/0; -   ;41.785.867,00;Operating expense
Tra lai TK tien gui 215000490022;1.756.849,00; -   ;Other receipts
VC3 BCC to ST2;32.527.818.752,00; -   ;Internal transfer in
So GD: 640A25C0535PY8AE ST2  REPAYMENT SHL PRINCIPAL TO H4X; -   ;32.527.818.752,00;Internal transfer out
CT DEN:900T25C0JDPF9D4B CTY PP TRANSIMEX TRANSIMEX DC THANH TOAN TIEN XU LY NUOC THAI THANG 11/2025, HD SO: 17_30/11/2025;379.051,00; -   ;Receipt from tenants
So GD goc: 10034301 .;4.227.446,00; -   ;Receipt from tenants
So GD: 285A25C01VTWT941 BHD_EES_Payment for WWTP Operation fee in OCT25 Inv 00000268; -   ;41.777.640,00;Operating expense
So GD: 285A25C01VTZQ0X2 BHD_IMPC_Payment for FM Service fee in OCT 25 Inv 00000582; -   ;159.090.779,00;Operating expense
So GD goc: 10024115 CT PVTECH TT TIEN NUOC T11.2025 -HD341-BW;8.012.238,00; -   ;Receipt from tenants
BHD_SHENGSHING_Refund Deposit under Contract Liquidation Minutes BWHD1/PLC/20008/TTCD; -   ;4.548.587.616,00;Operating expense
TTHD Tien dien Ma KH-PM17000092634 Ma HD-Ky 1695416106-T11.2025/17$1; -   ;58.462.711,00;Operating expense
CT DEN:500407000292 Cong ty Atech automotive VN dat coc tien giu cho nha xuong;350.368.234,00; -   ;Receipt from tenants
THANH TOAN PHI QUAN LY NUOC HD 344;26.820.739,00; -   ;Receipt from tenants
So GD goc: 10003990 CTY GRETEC TT TIEN NUOC BW HD 332;6.581.402,00; -   ;Receipt from tenants
So GD goc: 10010228 CMA TT CHI PHI THU XUONG T11VA T 12 .2025;405.273.784,00; -   ;Receipt from tenants
CT DEN:285T25C0C1HPWNJE TRINH THI TRANG return cash advance to BHD;3.000.000,00; -   ;Other receipts
So GD goc: 10000273 FULUHASHI THANH TOAN HD 334;1.986.794,00; -   ;Receipt from tenants
SHDC THANH TOAN PHI XU LY NUOC THAI HD 328 - BW;3.269.629,00; -   ;Receipt from tenants
So GD goc: 10009193 CMA TT CHI PHI NUOC SACH VA XL NT T 11.2025;2.231.238,00; -   ;Receipt from tenants
So GD goc: 10009186 CMA TT CHI PHI NUOC T9.2025;2.369.706,00; -   ;Receipt from tenants
BHD Lot 3_TTTV _Payment 70% for Surveying  monitoring conditions of Building service Inv 00000120; -   ;744.020.424,00;Operating expense
ONOGAWA TT water 20/10/2025 to 20/11/2025;1.779.092,00; -   ;Receipt from tenants
So GD goc: 10003522 IBBIZ6050389521.IBPS.HO YUAN  managerment fee 11.2025;2.408.075,00; -   ;Receipt from tenants
So GD goc: 10000451 ASINK THANH TOAN TIEN NUOC CHO BW THANG 11 NAM 2025;2.217.574,00; -   ;Receipt from tenants
FLYIN TT TIEN XU LY NUOC THAI T11.2025, HD: 335;2.725.290,00; -   ;Receipt from tenants
So GD goc: 460A25C0JMEA007G CONG TY TNHH AUDEN TECHNO VIET NAM THANH TOAN TIEN;3.833.034,00; -   ;Receipt from tenants
CT DEN:285T25C0JEXAWKZH November Water Bill;5.870.878,00; -   ;Receipt from tenants
CT DEN:285T25C0JQ8CAREU Four Es - BW thanh toan tien phi dich vu xuong B1-B theo hoa don so 351;214.480.674,00; -   ;Receipt from tenants
CT DEN:285T25C0JQJFU380 Yantone-BW thanh toan chi phi thue xuong B1-C tu 15/11/2025-14/12/2025 theo hd so 350;136.363.217,00; -   ;Receipt from tenants
So GD: 285A25C0PQG8SF0M BHD_Huong Tra ICE_Payment for Licensing Service fee for Tenant EBISON Inv 99; -   ;81.000.000,00;Operating expense
So GD goc: 10000770 KKT THANH TOAN TIEN NUOC 11.2025 C2;3.457.022,00; -   ;Receipt from tenants
CT DEN:285T25C0PMG2HPTY CT BOCHENG VN THANH TOAN BW HD SO:00000343 28/11/2025;2.748.368,00; -   ;Receipt from tenants
SHENG SHING VN HD THANH TOAN TIEN THUE NHA XUONG HD 00000337 CHO BW;30.569.342,00; -   ;Receipt from tenants
Tra lai TK tien gui 216000453618;62.465.753,00; -   ;Other receipts
BW - Tranit Vina TT hoa don 338;4.331.512,00; -   ;Receipt from tenants
BHD_Thanh Mai_Payment for Repairing the FF pipeline and Fresh water supply pipeline leakage Inv 81; -   ;4.633.200,00;Operating expense
BHD_VSIP HD_Payment for Water Consumption and Wastewater Treatment in NOV 2025 Inv 375; -   ;61.047.680,00;Operating expense
So GD: 946A25C01VU41CU7 STL_Ba Duong_Payment of Replacing FF equipment after 3rd maintenance_INVOICE 243; -   ;68.274.468,00;Operating expense
So GD: 946A25C0DCMR77F8 STL_KZN_Payment fee of Repairing leakage points_INVOICE 153; -   ;60.780.240,00;Operating expense
So GD: 946A25C0GM1FTPU3 STL_Ba Duong_FF maintenance in 2025_3rd payment_INVOICE 221; -   ;57.165.480,00;Operating expense
So GD: 946A25C0GM2DBTE4 STL_CW_1st payment for Year-end valuation fee 2025_INVOICE 534; -   ;29.150.000,00;Operating expense
VC3_BB5_ BCC transfer/ SHTQ chuyen tien hop tac kinh doanh;4.000.000.000,00; -   ;Internal transfer in
So GD: 640A25C058UQA8CW BB5 GLC Earth Works PR.05 PC.04 Release 50% Retention after having TOC; -   ;858.537.551,00;Construction expense
So GD: 640A25C05DG8A14X BB5  GLC Earth Works PC04; -   ;2.362.383.715,00;Construction expense
Tra lai TK tien gui 219000479829;16.828.767,00; -   ;Other receipts
Tra lai TK tien gui 215000479808;11.219.178,00; -   ;Other receipts
Tra lai TK tien gui 210000490039;1.756.849,00; -   ;Other receipts
So GD: 946A25C01VU2K2BW DAL_Ba Duong_Payment fee of Replacing FF spare parts in 08.25_INVOICE 242; -   ;9.209.700,00;Operating expense
So GD: 946A25C01VU5J6L7 DAL_CAP NUOC DI AN_Payment of Water consumption in Nov 2025; -   ;3.463.110,00;Operating expense
So GD: 946A25C03FT16FKR DAL_ IMPC_Payment of FM service fee in Oct 2025_INVOICE 561; -   ;80.559.035,00;Operating expense
So GD: 946A25C03FT2ZCQY DAL_BA DUONG_2nd payment for FF maintenance fee at PG_INVOICE 186; -   ;221.269.680,00;Operating expense
TTHD Tien dien Ma KH-PB04030118035 Ma HD-Ky 251210TD-T11.2025/0; -   ;164.440.880,00;Operating expense
So GD goc: 10009658 TT VNMN2VJ98 N KEX THANH TOAN TIENDIEN NUOC 11.2025;9.830.976,00; -   ;Receipt from tenants
Thu phi duy tri dich vu IB 12/2025; -   ;25.000,00;Operating expense
VAT; -   ;2.500,00;Operating expense
So GD: 946A25C0DCMPL9TV DAL_Ba Duong_Payment fee of Replacing FF spare parts in 09.25_INVOICE 255; -   ;45.961.076,00;Operating expense
CT DEN:946T25C0FJB432D8 TT CP DIEN, NUOC, XU LY NUOC THAI KHO DC - T11.2025 - KHO DAN - HD00000030 - 27.11.2025;164.629.289,00; -   ;Receipt from tenants
So GD: 946A25C0GM1FSSMG DAL_ IMPC_Payment of FM service fee in Nov 2025_INVOICE 616; -   ;80.559.035,00;Operating expense
So GD: 946A25C0GM1FZ7WD DAL-Hung Thinh-Payment of Waste Water consumption in 11.25_INVOICE 1910; -   ;1.749.600,00;Operating expense
